2,#genre#
TV1(b),http://d25tgymtnqzu8s.cloudfront.net/smil:tv1/chunklist_b4596000_slENG.m3u8?id=1
TV2(b),http://d25tgymtnqzu8s.cloudfront.net/smil:tv2/chunklist_b4596000_slENG.m3u8?id=1
TV3(c),http://live-sg1.global.ssl.fastly.net/live-hls/tonton1_720p/index.m3u8
星空卫视(b),http://113.117.74.18:8081/hls/87/index.m3u8
HKS, https://ott-iptv.top/shanxi/hks.php
翡翠台 bk,http://178816.online:22222/live/fct/index.m3u8
翡翠台 bk2,http://162.19.247.76:22222/live/fct/index.m3u8
TVB J2 bk,http://178816.online:22222/live/j2/index.m3u8
TVB J2 bk,http://162.19.247.76:22222/live/j2/index.m3u8
TVB J5bk,http://178816.online:22222/live/j5/index.m3u8
TVB J5 bk,http://162.19.247.76:22222/live/j5/index.m3u8
VIUbk,http://162.19.247.76:22222/live/viu/index.m3u8
TVB 无线新闻,http://178816.online:22222/live/tvbnew/index.m3u8
TVB 无线新闻bk,http://162.19.247.76:22222/live/tvbnew/index.m3u8
电影_星爷,http://mmitv.top/pltv/huya.php?id=11342412
电影_英叔,http://mmitv.top/pltv/huya.php?id=11342421
电影_发哥,http://mmitv.top/pltv/huya.php?id=11342387
电影_成龙,http://mmitv.top/pltv/huya.php?id=11342386
电影_王晶,http://mmitv.top/pltv/huya.php?id=11602058
电影_沈腾,http://mmitv.top/pltv/huya.php?id=40363968
电影_黄渤,http://mmitv.top/pltv/huya.php?id=11352876
电影_强森,http://mmitv.top/pltv/huya.php?id=21059581
电影_漫威,http://mmitv.top/pltv/huya.php?id=11602034
电影_宇宙,http://mmitv.top/pltv/huya.php?id=11342428
电影_怪兽,http://mmitv.top/pltv/huya.php?id=21059577
电影_武侠,http://mmitv.top/pltv/huya.php?id=11342427
电影_警匪,http://mmitv.top/pltv/huya.php?id=11352886
电影_罪犯,http://mmitv.top/pltv/huya.php?id=11352962
电影_枪战,http://mmitv.top/pltv/huya.php?id=21059579
电影_海盗,http://mmitv.top/pltv/huya.php?id=21059595
电影_赛车,http://mmitv.top/pltv/huya.php?id=11279247
电影_推荐,http://mmitv.top/pltv/huya.php?id=11602041
电影_救援,http://mmitv.top/pltv/huya.php?id=21059594
电影_热血,http://mmitv.top/pltv/huya.php?id=11352934
电影_盗墓,http://mmitv.top/pltv/huya.php?id=21059552
电影_贺岁,http://mmitv.top/pltv/huya.php?id=40363971
电影_玄幻,http://mmitv.top/pltv/huya.php?id=11342414
电影_谍战,http://mmitv.top/pltv/huya.php?id=21059585
电影_战争,http://mmitv.top/pltv/huya.php?id=21059592
电影_喜剧,http://mmitv.top/pltv/huya.php?id=11352877
电影_港片,http://mmitv.top/pltv/huya.php?id=11602043
电影_国产,http://mmitv.top/pltv/huya.php?id=11352973
电影_周星星,http://mmitv.top/pltv/huya.php?id=11336587
电影_李连杰,http://mmitv.top/pltv/huya.php?id=11342390
电影_洪金宝,http://mmitv.top/pltv/huya.php?id=11279251
电影_梁家辉,http://mmitv.top/pltv/huya.php?id=11342429
电影_许冠英,http://mmitv.top/pltv/huya.php?id=40363972
电影_刘德华,http://mmitv.top/pltv/huya.php?id=11342424
电影_斯坦森,http://mmitv.top/pltv/huya.php?id=21059588
电影_小鬼头,http://mmitv.top/pltv/huya.php?id=11352963
电影_八点档,http://mmitv.top/pltv/huya.php?id=880261
电影_蜘蛛侠,http://mmitv.top/pltv/huya.php?id=21059599
电影_贺岁片,http://mmitv.top/pltv/huya.php?id=40363986
电影_功夫片,http://mmitv.top/pltv/huya.php?id=11352941
电影_黑帮片,http://mmitv.top/pltv/huya.php?id=11336719
电影_丧尸片,http://mmitv.top/pltv/huya.php?id=21059578
电影_灾难片,http://mmitv.top/pltv/huya.php?id=11602075
电影_谍战片,http://mmitv.top/pltv/huya.php?id=21059587
电影_战争片,http://mmitv.top/pltv/huya.php?id=21059574
电影_犯罪片,http://mmitv.top/pltv/huya.php?id=11352974
电影_古装片,http://mmitv.top/pltv/huya.php?id=11336590
电影_高分动作,http://mmitv.top/pltv/huya.php?id=11352884
电影_动作电影,http://mmitv.top/pltv/huya.php?id=11602077
电影_搞笑喜剧,http://mmitv.top/pltv/huya.php?id=11342423
电影_喜剧专场,http://mmitv.top/pltv/huya.php?id=11602044
电影_欢笑影院,http://mmitv.top/pltv/huya.php?id=11352894
电影_不挤影院,http://mmitv.top/pltv/huya.php?id=11352897
电影_国产悬疑,http://mmitv.top/pltv/huya.php?id=11342395
电影_快意江湖,http://mmitv.top/pltv/huya.php?id=11342435
电影_黑帮斗争,http://mmitv.top/pltv/huya.php?id=11342419
电影_古墓系列,http://mmitv.top/pltv/huya.php?id=11352913
电影_嫣然影厅,http://mmitv.top/pltv/huya.php?id=40363977
电影_女神系列,http://mmitv.top/pltv/huya.php?id=11336571
电影_经典女神,http://mmitv.top/pltv/huya.php?id=11352909
电影_许氏三杰,http://mmitv.top/pltv/huya.php?id=11602033
电影_经典港片,http://mmitv.top/pltv/huya.php?id=11352965
电影_镖行天下,http://mmitv.top/pltv/huya.php?id=11352969
电影_高能反转,http://mmitv.top/pltv/huya.php?id=11352887
电影_喜乐影院,http://mmitv.top/pltv/huya.php?id=21059580
电影_蘑菇影厅,http://mmitv.top/pltv/huya.php?id=40363981
电影_搞笑恐怖,http://mmitv.top/pltv/huya.php?id=40363960
电影_死神来了,http://mmitv.top/pltv/huya.php?id=11352903
电影_变形金刚,http://mmitv.top/pltv/huya.php?id=21059596
电影_怪兽系列,http://mmitv.top/pltv/huya.php?id=21059554
搞笑_陈翔六点半,http://mmitv.top/pltv/huya.php?id=11274154
解说_电影狂人,http://mmitv.top/pltv/huya.php?id=18715610
解说_鹿哥电影,http://mmitv.top/pltv/huya.php?id=24396360
解说_斌哥漫说,http://mmitv.top/pltv/huya.php?id=18632116
CHC高清电影,http://111.20.40.170/PLTV/88888893/224/3221226463/index.m3u8
CHC家庭影院,http://111.20.40.170/PLTV/88888893/224/3221226462/index.m3u8
CHC动作电影,http://111.20.40.170/PLTV/88888893/224/3221226465/index.m3u8
仅测试Матч! Футбол 1 HD 50,http://d3opspehgd3862dmfdp3sdf.siauliairsavlt.org/iptv/3VUUVVRYT8GSD8/10015/index.m3u8
CCTV-1 综合,https://cntv.sbs/tv?auth=230918&id=cctv1
CCTV-2 财经,https://cntv.sbs/tv?auth=230918&id=cctv2
CCTV-3 综艺,https://cntv.sbs/tv?auth=230918&id=cctv3
CCTV-4 中文国际,https://cntv.sbs/tv?auth=230918&id=cctv4
CCTV-5 体育,https://cntv.sbs/tv?auth=230918&id=cctv5
CCTV-5+ 体育赛事,https://cntv.sbs/tv?auth=230918&id=cctv5p
CCTV-6 电影,https://cntv.sbs/tv?auth=230918&id=cctv6
CCTV-7 国防军事,https://cntv.sbs/tv?auth=230918&id=cctv7
CCTV-8 电视剧,https://cntv.sbs/tv?auth=230918&id=cctv8
CCTV-9 纪录,https://cntv.sbs/tv?auth=230918&id=cctv9
CCTV-10 科教,https://cntv.sbs/tv?auth=230918&id=cctv10
CCTV-11 戏曲,https://cntv.sbs/tv?auth=230918&id=cctv11
CCTV-12 社会与法,https://cntv.sbs/tv?auth=230918&id=cctv12
CCTV-13 新闻,https://cntv.sbs/tv?auth=230918&id=cctv13
CCTV-14 少儿,https://cntv.sbs/tv?auth=230918&id=cctv14
CCTV-15 音乐,https://cntv.sbs/tv?auth=230918&id=cctv15
CCTV-16 奥林匹克,https://cntv.sbs/tv?auth=230918&id=cctv16
CCTV-17 农业农村,https://cntv.sbs/tv?auth=230918&id=cctv17
Матч! Футбол 2 HD 50,http://d3opspehgd3862dmfdp3sdf.siauliairsavlt.org/iptv/3VUUVVRYT8GSD8/10027/index.m3u8
Матч! Футбол 3 HD 50,http://d3opspehgd3862dmfdp3sdf.siauliairsavlt.org/iptv/3VUUVVRYT8GSD8/10016/index.m3u8
Матч! Страна HD,http://d3opspehgd3862dmfdp3sdf.siauliairsavlt.org/iptv/3VUUVVRYT8GSD8/19219/index.m3u8
Матч! Боец HD,http://d3opspehgd3862dmfdp3sdf.siauliairsavlt.org/iptv/3VUUVVRYT8GSD8/19221/index.m3u8
Бокс ТВ HD,http://d3opspehgd3862dmfdp3sdf.siauliairsavlt.org/iptv/3VUUVVRYT8GSD8/19245/index.m3u8
Удар HD,http://d3opspehgd3862dmfdp3sdf.siauliairsavlt.org/iptv/3VUUVVRYT8GSD8/19246/index.m3u8
MMA-TV.com HD,http://d3opspehgd3862dmfdp3sdf.siauliairsavlt.org/iptv/3VUUVVRYT8GSD8/19243/index.m3u8
Eurosport 1 HD,http://d3opspehgd3862dmfdp3sdf.siauliairsavlt.org/iptv/3VUUVVRYT8GSD8/228/index.m3u8
Eurosport 2 HD orig,http://d3opspehgd3862dmfdp3sdf.siauliairsavlt.org/iptv/3VUUVVRYT8GSD8/5076/index.m3u8
Setanta Eurasia Plus HD,http://d3opspehgd3862dmfdp3sdf.siauliairsavlt.org/iptv/3VUUVVRYT8GSD8/270/index.m3u8
